speciesKey,iucnRedListCategory,iucnRedListStatus
1856289,NE,Not Evaluated
1540742,NE,Not Evaluated
4487687,NE,Not Evaluated
5758789,NE,Not Evaluated
1967003,NE,Not Evaluated
2100386,NE,Not Evaluated
4512341,NE,Not Evaluated
1554694,NE,Not Evaluated
1740120,NE,Not Evaluated
2100670,NE,Not Evaluated
1782948,NE,Not Evaluated
1803995,NE,Not Evaluated
2105812,NE,Not Evaluated
4525476,NE,Not Evaluated
5145729,NE,Not Evaluated
1541799,NE,Not Evaluated
5868175,NE,Not Evaluated
2105962,NE,Not Evaluated
1688020,LC,Least Concern
4487565,NE,Not Evaluated
5035857,NE,Not Evaluated
5742512,NE,Not Evaluated
1822830,NE,Not Evaluated
5147232,NE,Not Evaluated
1804071,NE,Not Evaluated
4516745,NE,Not Evaluated
1891386,NE,Not Evaluated
1940807,NE,Not Evaluated
4534252,NE,Not Evaluated
2107451,NE,Not Evaluated
1626319,NE,Not Evaluated
1540362,LC,Least Concern
5759067,NE,Not Evaluated
1286739,NE,Not Evaluated
8223165,NE,Not Evaluated
4531517,NE,Not Evaluated
4534779,NE,Not Evaluated
1583544,NE,Not Evaluated
8858121,NE,Not Evaluated
5149768,NE,Not Evaluated
1737368,NE,Not Evaluated
1871212,NE,Not Evaluated
1840451,NE,Not Evaluated
1891190,NE,Not Evaluated
1769566,NE,Not Evaluated
1871252,NE,Not Evaluated
4531975,NE,Not Evaluated
2018539,NE,Not Evaluated
8704131,NE,Not Evaluated
4486289,NE,Not Evaluated
1495562,NE,Not Evaluated
1764987,NE,Not Evaluated
5733455,NE,Not Evaluated
4486194,NE,Not Evaluated
1888619,NE,Not Evaluated
4487123,NE,Not Evaluated
1535990,NE,Not Evaluated
2011081,NE,Not Evaluated
4486376,NE,Not Evaluated
2020846,NE,Not Evaluated
4486291,NE,Not Evaluated
5978844,NE,Not Evaluated
1738429,NE,Not Evaluated
2050012,NE,Not Evaluated
4532061,NE,Not Evaluated
1839770,NE,Not Evaluated
1583568,NE,Not Evaluated
5104891,NE,Not Evaluated
4487324,NE,Not Evaluated
1992378,NE,Not Evaluated
5115874,NE,Not Evaluated
1880907,NE,Not Evaluated
4428407,NE,Not Evaluated
6097214,NE,Not Evaluated
4449160,NE,Not Evaluated
4488821,NE,Not Evaluated
4485973,NE,Not Evaluated
4486192,NE,Not Evaluated
4488865,NE,Not Evaluated
1871683,NE,Not Evaluated
1890576,NE,Not Evaluated
2020772,NE,Not Evaluated
4486954,NE,Not Evaluated
2050239,NE,Not Evaluated
8179641,NE,Not Evaluated
7859738,NE,Not Evaluated
5152456,NE,Not Evaluated
4488689,NE,Not Evaluated
4388683,NE,Not Evaluated
4485800,NE,Not Evaluated
1824113,NE,Not Evaluated
1785895,NE,Not Evaluated
8929628,NE,Not Evaluated
5051273,LC,Least Concern
4449375,NE,Not Evaluated
4391852,NE,Not Evaluated
1497483,NE,Not Evaluated
2068870,NE,Not Evaluated
4486717,NE,Not Evaluated
1523500,NE,Not Evaluated
1796217,NE,Not Evaluated
2020590,NE,Not Evaluated
2008269,NE,Not Evaluated
2011487,NE,Not Evaluated
1671676,NE,Not Evaluated
7510173,LC,Least Concern
3083838,NE,Not Evaluated
8203051,LC,Least Concern
3094900,NE,Not Evaluated
3034742,LC,Least Concern
3065239,NE,Not Evaluated
2687943,LC,Least Concern
12171609,NE,Not Evaluated
5549548,LC,Least Concern
2168338,NE,Not Evaluated
5035850,NE,Not Evaluated
2139113,NE,Not Evaluated
2441176,NT,Near Threatened
1698816,NE,Not Evaluated
8351737,NE,Not Evaluated
2787993,NE,Not Evaluated
4458510,NE,Not Evaluated
3127955,NE,Not Evaluated
5341297,LC,Least Concern
8250742,LC,Least Concern
1835031,NE,Not Evaluated
2474627,LC,Least Concern
2498034,EN,Endangered
1669519,NE,Not Evaluated
3034426,NE,Not Evaluated
5732924,NE,Not Evaluated
5284809,LC,Least Concern
3120284,NE,Not Evaluated
2856450,NE,Not Evaluated
8032257,NE,Not Evaluated
3314876,NE,Not Evaluated
9723190,LC,Least Concern
1013486,NE,Not Evaluated
2526548,NE,Not Evaluated
2480389,LC,Least Concern
2020671,NE,Not Evaluated
3045931,NE,Not Evaluated
4388497,NE,Not Evaluated
1335942,LC,Least Concern
1340298,NE,Not Evaluated
1813114,NE,Not Evaluated
2480801,LC,Least Concern
2928390,NE,Not Evaluated
2890212,NE,Not Evaluated
1541116,NE,Not Evaluated
7100278,LC,Least Concern
2480830,LC,Least Concern
2447858,LC,Least Concern
1771214,NE,Not Evaluated
1043097,NE,Not Evaluated
7331741,NE,Not Evaluated
5376961,NE,Not Evaluated
2157278,NE,Not Evaluated
5530881,NE,Not Evaluated
2975287,NE,Not Evaluated
3002530,NE,Not Evaluated
8165018,NE,Not Evaluated
1576923,NE,Not Evaluated
2159061,NE,Not Evaluated
2927298,NE,Not Evaluated
7952072,LC,Least Concern
9150405,NE,Not Evaluated
5334217,NE,Not Evaluated
7416939,NE,Not Evaluated
3189486,NE,Not Evaluated
5663962,NE,Not Evaluated
3053522,NE,Not Evaluated
5394163,NE,Not Evaluated
9056358,LC,Least Concern
3054368,LC,Least Concern
5219858,LC,Least Concern
5298659,NE,Not Evaluated
2549570,NE,Not Evaluated
6063730,NE,Not Evaluated
2773448,NE,Not Evaluated
4139238,NE,Not Evaluated
1340305,NE,Not Evaluated
5617600,NE,Not Evaluated
2651113,NE,Not Evaluated
6443709,NE,Not Evaluated
5373324,NE,Not Evaluated
3664083,NE,Not Evaluated
5107644,NE,Not Evaluated
8211958,NE,Not Evaluated
3120060,LC,Least Concern
10375240,NE,Not Evaluated
5275044,NE,Not Evaluated
2985949,NE,Not Evaluated
8108066,NE,Not Evaluated
2926684,NE,Not Evaluated
7888147,LC,Least Concern
8377689,NE,Not Evaluated
2161872,NE,Not Evaluated
2440958,LC,Least Concern
5781358,NE,Not Evaluated
3033833,NE,Not Evaluated
5356623,LC,Least Concern
5754880,NE,Not Evaluated
5341443,NE,Not Evaluated
2431888,VU,Vulnerable
3726499,NE,Not Evaluated
3190522,LC,Least Concern
3022789,LC,Least Concern
2876213,LC,Least Concern
3064669,NE,Not Evaluated
2881283,LC,Least Concern
2925767,NE,Not Evaluated
5414222,LC,Least Concern
2882580,NE,Not Evaluated
9063248,NE,Not Evaluated
3012167,LC,Least Concern
3006974,LC,Least Concern
2927079,NE,Not Evaluated
2730210,LC,Least Concern
3107361,NE,Not Evaluated
2770228,NE,Not Evaluated
2650720,NE,Not Evaluated
7306931,NE,Not Evaluated
3171948,NE,Not Evaluated
2928751,NE,Not Evaluated
3048782,NE,Not Evaluated
5415039,LC,Least Concern
4409131,LC,Least Concern
7150059,NE,Not Evaluated
9240761,NE,Not Evaluated
5240269,LC,Least Concern
2752224,LC,Least Concern
2773902,NE,Not Evaluated
4063960,NE,Not Evaluated
5281803,NE,Not Evaluated
5218887,LC,Least Concern
6365090,NE,Not Evaluated
2295438,LC,Least Concern
2537689,NE,Not Evaluated
3066179,NE,Not Evaluated
2172103,NE,Not Evaluated
3066367,NE,Not Evaluated
1183723,NE,Not Evaluated
2889777,NE,Not Evaluated
8289647,NE,Not Evaluated
2888464,NE,Not Evaluated
3138230,NE,Not Evaluated
5375555,NE,Not Evaluated
7277077,NE,Not Evaluated
3940423,NE,Not Evaluated
5338920,NE,Not Evaluated
7844167,NE,Not Evaluated
7639623,NE,Not Evaluated
5341201,NE,Not Evaluated
5579175,NE,Not Evaluated
5578472,NE,Not Evaluated
3149958,NE,Not Evaluated
3169710,NE,Not Evaluated
3040252,NE,Not Evaluated
5331342,NE,Not Evaluated
7294722,NE,Not Evaluated
2873878,NE,Not Evaluated
2772145,NE,Not Evaluated
5371711,LC,Least Concern
2432614,LC,Least Concern
8993502,NE,Not Evaluated
5359047,NE,Not Evaluated
2988069,NE,Not Evaluated
7886601,LC,Least Concern
2160943,NE,Not Evaluated
2988624,NE,Not Evaluated
2925901,NE,Not Evaluated
7295486,NE,Not Evaluated
5339050,NE,Not Evaluated
2965527,NE,Not Evaluated
1319630,NE,Not Evaluated
4485896,NE,Not Evaluated
7749287,NE,Not Evaluated
3105419,NE,Not Evaluated
5274951,NE,Not Evaluated
2926679,NE,Not Evaluated
7308131,NE,Not Evaluated
4103545,NE,Not Evaluated
7294644,NE,Not Evaluated
2926612,NE,Not Evaluated
5386897,NE,Not Evaluated
3149965,NE,Not Evaluated
2473663,LC,Least Concern
5374933,NE,Not Evaluated
1119292,NE,Not Evaluated
3638282,NE,Not Evaluated
5377778,NE,Not Evaluated
2974753,LC,Least Concern
5342618,NE,Not Evaluated
8086756,NE,Not Evaluated
2927065,NE,Not Evaluated
3142967,NE,Not Evaluated
7331288,NE,Not Evaluated
5358774,NE,Not Evaluated
1746174,NE,Not Evaluated
2972595,LC,Least Concern
2926065,NE,Not Evaluated
3040251,NE,Not Evaluated
3922204,NE,Not Evaluated
2974901,LC,Least Concern
5359067,NE,Not Evaluated
2767506,NE,Not Evaluated
5439925,NE,Not Evaluated
7703116,NE,Not Evaluated
2927080,NE,Not Evaluated
3172099,NE,Not Evaluated
3171946,NE,Not Evaluated
2965354,NE,Not Evaluated
3715041,NE,Not Evaluated
4454749,NE,Not Evaluated
1983387,NE,Not Evaluated
5347846,NE,Not Evaluated
3112741,NE,Not Evaluated
11071158,NE,Not Evaluated
5420853,NE,Not Evaluated
1963709,NE,Not Evaluated
4459810,NE,Not Evaluated
7295330,NE,Not Evaluated
5356363,LC,Least Concern
3034922,NE,Not Evaluated
9182154,NE,Not Evaluated
1799135,NE,Not Evaluated
5371808,NE,Not Evaluated
3033108,NE,Not Evaluated
7295564,NE,Not Evaluated
5356649,LC,Least Concern
2888615,NE,Not Evaluated
7870683,NE,Not Evaluated
2727655,NE,Not Evaluated
1421964,LC,Least Concern
3681277,NE,Not Evaluated
8397184,NE,Not Evaluated
5354530,NE,Not Evaluated
2972572,NE,Not Evaluated
2975014,LC,Least Concern
2891237,NE,Not Evaluated
4460356,NE,Not Evaluated
5367683,NE,Not Evaluated
2784401,NE,Not Evaluated
1875511,NE,Not Evaluated
5285385,LC,Least Concern
3169708,NE,Not Evaluated
3085368,NE,Not Evaluated
7958783,NE,Not Evaluated
5331181,NE,Not Evaluated
8903918,NE,Not Evaluated
5352367,NE,Not Evaluated
5359209,NE,Not Evaluated
8350369,NE,Not Evaluated
7786853,NE,Not Evaluated
7734774,NE,Not Evaluated
2849427,NE,Not Evaluated
5218911,LC,Least Concern
8246651,NE,Not Evaluated
5341305,NE,Not Evaluated
7127308,LC,Least Concern
5373322,NE,Not Evaluated
5359378,LC,Least Concern
5367294,NE,Not Evaluated
2492608,LC,Least Concern
3172049,NE,Not Evaluated
5341198,NE,Not Evaluated
5359429,NE,Not Evaluated
3117449,NE,Not Evaluated
2927235,NE,Not Evaluated
5354525,NE,Not Evaluated
2768817,LC,Least Concern
8870733,NE,Not Evaluated
5359175,NE,Not Evaluated
7332320,NE,Not Evaluated
5330661,NE,Not Evaluated
5361982,NE,Not Evaluated
8388117,NE,Not Evaluated
2927522,NE,Not Evaluated
2857616,NE,Not Evaluated
1086708,NE,Not Evaluated
3128910,NE,Not Evaluated
5289756,LC,Least Concern
3082263,LC,Least Concern
8144117,NE,Not Evaluated
8049400,NE,Not Evaluated
3191374,NE,Not Evaluated
4058494,NE,Not Evaluated
5341204,LC,Least Concern
7309317,NE,Not Evaluated
5298126,NE,Not Evaluated
3171945,NE,Not Evaluated
5298019,LC,Least Concern
2426654,LC,Least Concern
3802515,NE,Not Evaluated
3045497,NE,Not Evaluated
5218878,LC,Least Concern
5386903,NE,Not Evaluated
6409622,NE,Not Evaluated
5386929,NE,Not Evaluated
5285247,LC,Least Concern
2169430,NE,Not Evaluated
9485490,NE,Not Evaluated
3029817,NE,Not Evaluated
2927028,NE,Not Evaluated
2772020,NE,Not Evaluated
3032585,LC,Least Concern
8069406,NE,Not Evaluated
2795869,NE,Not Evaluated
11046546,NE,Not Evaluated
7879157,NE,Not Evaluated
2972841,NE,Not Evaluated
5218524,LC,Least Concern
2650165,NE,Not Evaluated
5281229,NE,Not Evaluated
7294763,NE,Not Evaluated
5356701,LC,Least Concern
9809682,NE,Not Evaluated
1878895,NE,Not Evaluated
2553607,NE,Not Evaluated
3166644,NE,Not Evaluated
3048494,NE,Not Evaluated
2883073,LC,Least Concern
5241784,NE,Not Evaluated
5674318,NE,Not Evaluated
2426760,LC,Least Concern
1340342,NE,Not Evaluated
2078852,NE,Not Evaluated
7255034,NE,Not Evaluated
2769256,NE,Not Evaluated
2769204,NE,Not Evaluated
5301162,LC,Least Concern
1746440,NE,Not Evaluated
5029978,NE,Not Evaluated
4457483,NE,Not Evaluated
2808426,NE,Not Evaluated
9813725,NE,Not Evaluated
5415455,NE,Not Evaluated
3171943,NE,Not Evaluated
2810078,NE,Not Evaluated
5104442,NE,Not Evaluated
4437467,NE,Not Evaluated
1861673,NE,Not Evaluated
4448467,NE,Not Evaluated
3883959,NE,Not Evaluated
2724661,NE,Not Evaluated
4286942,LC,Least Concern
4409628,LC,Least Concern
3113414,NE,Not Evaluated
5778354,LC,Least Concern
1424067,LC,Least Concern
4481148,NE,Not Evaluated
4416993,NE,Not Evaluated
5384604,NE,Not Evaluated
5289423,LC,Least Concern
2925529,NE,Not Evaluated
2742119,NE,Not Evaluated
3172086,LC,Least Concern
11157306,NE,Not Evaluated
3033483,NE,Not Evaluated
3033339,NE,Not Evaluated
5372647,LC,Least Concern
3053376,LC,Least Concern
3133512,NE,Not Evaluated
2888806,NE,Not Evaluated
2932737,NE,Not Evaluated
3047598,NE,Not Evaluated
3172043,NE,Not Evaluated
3042658,NE,Not Evaluated
6390806,NE,Not Evaluated
2928441,LC,Least Concern
2704179,LC,Least Concern
3612876,NE,Not Evaluated
2706435,LC,Least Concern
2706541,NE,Not Evaluated
7820611,LC,Least Concern
9014945,NE,Not Evaluated
8208358,NE,Not Evaluated
5290149,LC,Least Concern
2706164,NE,Not Evaluated
10010617,NE,Not Evaluated
2706241,NE,Not Evaluated
2700828,NE,Not Evaluated
7515045,NE,Not Evaluated
2927208,LC,Least Concern
2705308,NE,Not Evaluated
8059811,NE,Not Evaluated
3064056,LC,Least Concern
9094061,NE,Not Evaluated
2913130,LC,Least Concern
2913548,NE,Not Evaluated
2427573,LC,Least Concern
1309640,NE,Not Evaluated
1860979,NE,Not Evaluated
2747563,NE,Not Evaluated
5243258,LC,Least Concern
2931104,NE,Not Evaluated
5242798,NE,Not Evaluated
3345400,NE,Not Evaluated
2927026,NE,Not Evaluated
7931731,DD,Data Deficient
2437756,LC,Least Concern
2439270,LC,Least Concern
2435767,LC,Least Concern
7825895,LC,Least Concern
2435687,LC,Least Concern
4265185,LC,Least Concern
2438660,LC,Least Concern
5706764,LC,Least Concern
2437773,LC,Least Concern
2439688,LC,Least Concern
2438502,VU,Vulnerable
8316400,LC,Least Concern
4264696,LC,Least Concern
7429082,LC,Least Concern
2437760,LC,Least Concern
2438606,LC,Least Concern
8347063,LC,Least Concern
2437761,LC,Least Concern
5219624,LC,Least Concern
2439658,LC,Least Concern
9154166,NE,Not Evaluated
2888513,NE,Not Evaluated
4259350,LC,Least Concern
5369806,NE,Not Evaluated
4487592,NE,Not Evaluated
2492606,LC,Least Concern
1840297,NE,Not Evaluated
1850081,NE,Not Evaluated
1879539,NE,Not Evaluated
9636348,NE,Not Evaluated
1878879,NE,Not Evaluated
1746662,NE,Not Evaluated
11627530,NE,Not Evaluated
1858778,NE,Not Evaluated
1354699,NE,Not Evaluated
8288456,NE,Not Evaluated
1743768,NE,Not Evaluated
1884377,NE,Not Evaluated
1848847,NE,Not Evaluated
1738514,NE,Not Evaluated
1743643,NE,Not Evaluated
4531284,NE,Not Evaluated
1849966,NE,Not Evaluated
1875918,NE,Not Evaluated
1850998,NE,Not Evaluated
5295911,NE,Not Evaluated
3025093,LC,Least Concern
7375236,NE,Not Evaluated
1181377,NE,Not Evaluated
5168969,NE,Not Evaluated
8120403,LC,Least Concern
1732685,NE,Not Evaluated
2477804,LC,Least Concern
5527447,NE,Not Evaluated
4427398,NE,Not Evaluated
8961343,NE,Not Evaluated
2351557,NE,Not Evaluated
2481120,LC,Least Concern
2493124,LC,Least Concern
2481792,NT,Near Threatened
4408796,LC,Least Concern
2490956,LC,Least Concern
2498343,LC,Least Concern
2498112,LC,Least Concern
2492371,LC,Least Concern
2490781,LC,Least Concern
2481759,NT,Near Threatened
2855356,NT,Near Threatened
2685484,LC,Least Concern
7912981,NE,Not Evaluated
5334208,NE,Not Evaluated
1532761,NE,Not Evaluated
8215487,LC,Least Concern
2441110,NE,Not Evaluated
4409653,LC,Least Concern
5357013,NE,Not Evaluated
2554370,NE,Not Evaluated
5332305,LC,Least Concern
1013451,NE,Not Evaluated
2154595,NE,Not Evaluated
2531012,NE,Not Evaluated
8874921,NE,Not Evaluated
2226998,VU,Vulnerable
4488004,NE,Not Evaluated
5748264,NE,Not Evaluated
3317061,NE,Not Evaluated
2526754,NE,Not Evaluated
9127230,NE,Not Evaluated
3345381,NE,Not Evaluated
2891770,NE,Not Evaluated
3189863,LC,Least Concern
2772094,NE,Not Evaluated
9458333,NE,Not Evaluated
3139040,NE,Not Evaluated
10932974,NE,Not Evaluated
5360805,NE,Not Evaluated
9023462,NE,Not Evaluated
1537719,NE,Not Evaluated
2594756,NE,Not Evaluated
1423317,LC,Least Concern
1425221,LC,Least Concern
2608994,NE,Not Evaluated
2481685,NT,Near Threatened
2480757,LC,Least Concern
9367409,LC,Least Concern
2481748,LC,Least Concern
2481741,VU,Vulnerable
2481749,LC,Least Concern
2498180,LC,Least Concern
5254672,NE,Not Evaluated
7719797,LC,Least Concern
1063891,NE,Not Evaluated
4428360,NE,Not Evaluated
5384754,NE,Not Evaluated
1340301,NE,Not Evaluated
3170823,LC,Least Concern
2975257,LC,Least Concern
3044855,NE,Not Evaluated
3070494,NE,Not Evaluated
3067735,NE,Not Evaluated
8848598,NE,Not Evaluated
5112345,NE,Not Evaluated
5772199,NE,Not Evaluated
5959617,LC,Least Concern
4429602,NE,Not Evaluated
7439391,NE,Not Evaluated
2927282,NE,Not Evaluated
5420901,LC,Least Concern
5791800,LC,Least Concern
2927230,NE,Not Evaluated
3905578,NE,Not Evaluated
3152560,NE,Not Evaluated
5114198,NE,Not Evaluated
2433875,LC,Least Concern
9237842,VU,Vulnerable
4560336,NT,Near Threatened
4560406,NT,Near Threatened
2172720,NE,Not Evaluated
5361991,NE,Not Evaluated
5035204,NE,Not Evaluated
1172407,NE,Not Evaluated
12207266,NE,Not Evaluated
3189172,LC,Least Concern
11572915,NE,Not Evaluated
11559079,NE,Not Evaluated
11413853,NE,Not Evaluated
11150816,NE,Not Evaluated
11729187,NE,Not Evaluated
5170994,NE,Not Evaluated
5362038,NE,Not Evaluated
4564494,LC,Least Concern
4557146,NE,Not Evaluated
4525034,NE,Not Evaluated
7768870,LC,Least Concern
4410062,NE,Not Evaluated
4411022,NE,Not Evaluated
2308512,NE,Not Evaluated
4307847,NE,Not Evaluated
4410041,NE,Not Evaluated
5193980,NE,Not Evaluated
8227474,NE,Not Evaluated
5193981,NE,Not Evaluated
8429814,NE,Not Evaluated
4289021,NE,Not Evaluated
7832071,NE,Not Evaluated
5739602,NE,Not Evaluated
2520410,NE,Not Evaluated
2520757,NE,Not Evaluated
5465199,NE,Not Evaluated
3431195,NE,Not Evaluated
7551162,NE,Not Evaluated
9413415,VU,Vulnerable
5391480,NE,Not Evaluated
5410564,NE,Not Evaluated
2469363,LC,Least Concern
5372513,LC,Least Concern
5359060,NE,Not Evaluated
2360041,NT,Near Threatened
2008972,NE,Not Evaluated
4486909,NE,Not Evaluated
8971274,NE,Not Evaluated
4102733,NE,Not Evaluated
7331633,NE,Not Evaluated
5392950,NE,Not Evaluated
3190538,LC,Least Concern
6369729,LC,Least Concern
3103791,NE,Not Evaluated
3091677,NE,Not Evaluated
7821030,NE,Not Evaluated
5362215,LC,Least Concern
8149099,NE,Not Evaluated
2926884,NE,Not Evaluated
3152614,NE,Not Evaluated
3152583,NE,Not Evaluated
7533148,NE,Not Evaluated
6374790,NE,Not Evaluated
3109086,NE,Not Evaluated
7309059,NE,Not Evaluated
2927245,LC,Least Concern
8002952,NE,Not Evaluated
2888723,LC,Least Concern
3105813,NE,Not Evaluated
7855120,NE,Not Evaluated
8537667,NE,Not Evaluated
2810284,NE,Not Evaluated
2888811,NE,Not Evaluated
7265184,NE,Not Evaluated
8058554,NE,Not Evaluated
2100826,NE,Not Evaluated
3189843,LC,Least Concern
7818643,DD,Data Deficient
3140490,NE,Not Evaluated
3021496,LC,Least Concern
5531229,NE,Not Evaluated
2926557,NE,Not Evaluated
3034871,NE,Not Evaluated
2873991,NE,Not Evaluated
7262958,LC,Least Concern
5402943,NE,Not Evaluated
2875979,LC,Least Concern
7322563,NE,Not Evaluated
5341501,NE,Not Evaluated
3033896,NE,Not Evaluated
5371818,LC,Least Concern
3002333,NE,Not Evaluated
5341387,NE,Not Evaluated
5362136,NE,Not Evaluated
2928835,NE,Not Evaluated
3151558,NE,Not Evaluated
3088488,NE,Not Evaluated
3152520,NE,Not Evaluated
5371707,NE,Not Evaluated
2874497,NE,Not Evaluated
2927297,NE,Not Evaluated
3085884,NE,Not Evaluated
3666422,NE,Not Evaluated
8373355,NE,Not Evaluated
3169386,LC,Least Concern
3039491,LC,Least Concern
5361803,NE,Not Evaluated
5341478,LC,Least Concern
3169340,LC,Least Concern
6444162,NE,Not Evaluated
3188736,LC,Least Concern
5367273,NE,Not Evaluated
3118254,NE,Not Evaluated
5415013,NE,Not Evaluated
2926086,NE,Not Evaluated
3041022,NE,Not Evaluated
5341389,NE,Not Evaluated
3022879,DD,Data Deficient
9151957,LC,Least Concern
3170817,NE,Not Evaluated
2685796,LC,Least Concern
3039423,LC,Least Concern
7278276,NE,Not Evaluated
5341296,NE,Not Evaluated
7296469,NE,Not Evaluated
2855968,NE,Not Evaluated
2977149,NE,Not Evaluated
5372392,LC,Least Concern
2792998,NE,Not Evaluated
3140685,LC,Least Concern
5387396,NE,Not Evaluated
2730127,LC,Least Concern
3000679,NE,Not Evaluated
1464567,NE,Not Evaluated
4532095,NE,Not Evaluated
8123777,NE,Not Evaluated
5275012,NE,Not Evaluated
7402375,NE,Not Evaluated
5334259,NE,Not Evaluated
5361889,LC,Least Concern
1940744,NE,Not Evaluated
2755063,NE,Not Evaluated
1692644,VU,Vulnerable
1713668,LC,Least Concern
3033865,NE,Not Evaluated
10832775,NE,Not Evaluated
2742050,NE,Not Evaluated
4251208,NE,Not Evaluated
7891053,NE,Not Evaluated
1427915,LC,Least Concern
5776654,NE,Not Evaluated
2702789,NE,Not Evaluated
4428338,NE,Not Evaluated
3104179,NE,Not Evaluated
2003288,NE,Not Evaluated
5189806,LC,Least Concern
9385612,LC,Least Concern
2002881,NE,Not Evaluated
2001864,NE,Not Evaluated
2002968,NE,Not Evaluated
9154161,LC,Least Concern
4564871,LC,Least Concern
7310930,NE,Not Evaluated
2001499,NE,Not Evaluated
2003269,NE,Not Evaluated
2001487,NE,Not Evaluated
2003833,NE,Not Evaluated
2003996,NE,Not Evaluated
2001876,NE,Not Evaluated
2004019,NE,Not Evaluated
2001802,NE,Not Evaluated
5152227,NE,Not Evaluated
2001985,NE,Not Evaluated
4566750,NE,Not Evaluated
9120693,LC,Least Concern
4564318,LC,Least Concern
9117257,LC,Least Concern
4568664,LC,Least Concern
5152421,NE,Not Evaluated
2076028,NE,Not Evaluated
5331916,LC,Least Concern
3052680,NE,Not Evaluated
3089561,NE,Not Evaluated
3171952,NE,Not Evaluated
4110999,NE,Not Evaluated
3927846,NE,Not Evaluated
2892347,NE,Not Evaluated
3034620,NE,Not Evaluated
3064592,NE,Not Evaluated
1707910,NE,Not Evaluated
4232556,NE,Not Evaluated
2860425,LC,Least Concern
2158806,NE,Not Evaluated
8435025,NE,Not Evaluated
2889828,NE,Not Evaluated
2498326,LC,Least Concern
2480524,LC,Least Concern
2498285,LC,Least Concern
2480332,LC,Least Concern
4562736,LC,Least Concern
4568626,LC,Least Concern
11045520,NE,Not Evaluated
2927189,LC,Least Concern
2975188,LC,Least Concern
4566417,LC,Least Concern
2705290,NE,Not Evaluated
9317615,LC,Least Concern
4456507,NE,Not Evaluated
3128547,NE,Not Evaluated
1739931,NE,Not Evaluated
8788023,NE,Not Evaluated
7487859,NE,Not Evaluated
11170376,NE,Not Evaluated
3135419,NE,Not Evaluated
3136632,NE,Not Evaluated
2724590,NE,Not Evaluated
3098912,NE,Not Evaluated
5406789,NE,Not Evaluated
4452240,NE,Not Evaluated
2926688,NE,Not Evaluated
2986184,NE,Not Evaluated
3085422,NE,Not Evaluated
2480685,LC,Least Concern
5962668,LC,Least Concern
4519004,NE,Not Evaluated
5559156,NE,Not Evaluated
2458374,LC,Least Concern
2772885,NE,Not Evaluated
6159197,LC,Least Concern
5334240,NE,Not Evaluated
9566659,LC,Least Concern
2498026,VU,Vulnerable
7691980,NE,Not Evaluated
4466974,NE,Not Evaluated
4476262,NE,Not Evaluated
1219317,NE,Not Evaluated
4466603,NE,Not Evaluated
8045120,NE,Not Evaluated
5016879,NE,Not Evaluated
4468312,NE,Not Evaluated
9025995,NE,Not Evaluated
4467648,NE,Not Evaluated
4467289,NE,Not Evaluated
4467180,NE,Not Evaluated
4467609,NE,Not Evaluated
4467125,NE,Not Evaluated
4467652,NE,Not Evaluated
4466891,NE,Not Evaluated
7816165,NE,Not Evaluated
4466591,NE,Not Evaluated
4466895,NE,Not Evaluated
4467188,NE,Not Evaluated
1195012,NE,Not Evaluated
4467628,NE,Not Evaluated
4467620,NE,Not Evaluated
4467170,NE,Not Evaluated
4468298,NE,Not Evaluated
4467192,NE,Not Evaluated
4467096,NE,Not Evaluated
4466804,NE,Not Evaluated
4475920,NE,Not Evaluated
10605159,NE,Not Evaluated
4466605,NE,Not Evaluated
4467079,NE,Not Evaluated
8038710,NE,Not Evaluated
6439532,NE,Not Evaluated
3091672,NE,Not Evaluated
3029553,NE,Not Evaluated
4121896,NE,Not Evaluated
5359247,NE,Not Evaluated
3118214,NE,Not Evaluated
7498158,NE,Not Evaluated
4068119,NE,Not Evaluated
2754947,NT,Near Threatened
7270598,NE,Not Evaluated
3135312,NE,Not Evaluated
12227581,NE,Not Evaluated
4104113,NE,Not Evaluated
5367228,NE,Not Evaluated
4118661,NE,Not Evaluated
5528839,NE,Not Evaluated
4050624,NE,Not Evaluated
4123271,NE,Not Evaluated
5403386,NE,Not Evaluated
3737570,NE,Not Evaluated
8520125,NE,Not Evaluated
3114540,NE,Not Evaluated
9779305,NE,Not Evaluated
3136683,NE,Not Evaluated
11141721,NE,Not Evaluated
5053150,NE,Not Evaluated
4560573,VU,Vulnerable
4406313,NT,Near Threatened
4560426,DD,Data Deficient
4570671,NT,Near Threatened
4568906,LC,Least Concern
9032776,LC,Least Concern
7880264,VU,Vulnerable
4560901,LC,Least Concern
8879417,NT,Near Threatened
1020777,NE,Not Evaluated
1020288,NE,Not Evaluated
2362868,LC,Least Concern
2360305,LC,Least Concern
5280562,NE,Not Evaluated
7570998,NE,Not Evaluated
5270848,NE,Not Evaluated
3120188,NE,Not Evaluated
5301175,LC,Least Concern
9081989,NE,Not Evaluated
4137228,NE,Not Evaluated
2703766,NE,Not Evaluated
5345014,NE,Not Evaluated
7267549,NE,Not Evaluated
7672383,NE,Not Evaluated
3048411,NE,Not Evaluated
12254070,NE,Not Evaluated
4127628,NE,Not Evaluated
4119531,LC,Least Concern
7344732,NE,Not Evaluated
3120117,NE,Not Evaluated
2913030,NE,Not Evaluated
3172057,LC,Least Concern
7270230,NE,Not Evaluated
5372484,LC,Least Concern
3725022,NE,Not Evaluated
